rowid,COUNTRY,INDICATOR,YR,AMOUNT,Government Type,Regime_type,Continent
14697,Norway,GDP at market prices current US,1992,131000000000,parliamentary constitutional monarchy,Full democracy,Europe
14698,Norway,GDP per capita current US,1992,30523,parliamentary constitutional monarchy,Full democracy,Europe
14699,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1992,0,parliamentary constitutional monarchy,Full democracy,Europe
14700,Norway,Government expenditure per tertiary student constant PPP,1992,0,parliamentary constitutional monarchy,Full democracy,Europe
14701,Norway,Government expenditure per tertiary student constant US,1992,0,parliamentary constitutional monarchy,Full democracy,Europe
14702,Norway,Government expenditure per tertiary student PPP,1992,0,parliamentary constitutional monarchy,Full democracy,Europe
14703,Norway,Government expenditure per tertiary student US,1992,0,parliamentary constitutional monarchy,Full democracy,Europe
14704,Norway,Labor force total,1992,2146645,parliamentary constitutional monarchy,Full democracy,Europe
14705,Norway,Population growth annual pct,1992,0,parliamentary constitutional monarchy,Full democracy,Europe
14706,Norway,Population total,1992,4286401,parliamentary constitutional monarchy,Full democracy,Europe
14707,Norway,GDP at market prices current US,1993,121000000000,parliamentary constitutional monarchy,Full democracy,Europe
14708,Norway,GDP per capita current US,1993,27963,parliamentary constitutional monarchy,Full democracy,Europe
14709,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1993,0,parliamentary constitutional monarchy,Full democracy,Europe
14710,Norway,Government expenditure per tertiary student constant PPP,1993,0,parliamentary constitutional monarchy,Full democracy,Europe
14711,Norway,Government expenditure per tertiary student constant US,1993,0,parliamentary constitutional monarchy,Full democracy,Europe
14712,Norway,Government expenditure per tertiary student PPP,1993,0,parliamentary constitutional monarchy,Full democracy,Europe
14713,Norway,Government expenditure per tertiary student US,1993,0,parliamentary constitutional monarchy,Full democracy,Europe
14714,Norway,Labor force total,1993,2148671,parliamentary constitutional monarchy,Full democracy,Europe
14715,Norway,Population growth annual pct,1993,0,parliamentary constitutional monarchy,Full democracy,Europe
14716,Norway,Population total,1993,4311991,parliamentary constitutional monarchy,Full democracy,Europe
14717,Norway,GDP at market prices current US,1994,127000000000,parliamentary constitutional monarchy,Full democracy,Europe
14718,Norway,GDP per capita current US,1994,29315,parliamentary constitutional monarchy,Full democracy,Europe
14719,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1994,0,parliamentary constitutional monarchy,Full democracy,Europe
14720,Norway,Government expenditure per tertiary student constant PPP,1994,0,parliamentary constitutional monarchy,Full democracy,Europe
14721,Norway,Government expenditure per tertiary student constant US,1994,0,parliamentary constitutional monarchy,Full democracy,Europe
14722,Norway,Government expenditure per tertiary student PPP,1994,0,parliamentary constitutional monarchy,Full democracy,Europe
14723,Norway,Government expenditure per tertiary student US,1994,0,parliamentary constitutional monarchy,Full democracy,Europe
14724,Norway,Labor force total,1994,2173305,parliamentary constitutional monarchy,Full democracy,Europe
14725,Norway,Population growth annual pct,1994,0,parliamentary constitutional monarchy,Full democracy,Europe
14726,Norway,Population total,1994,4336613,parliamentary constitutional monarchy,Full democracy,Europe
14727,Norway,GDP at market prices current US,1995,152000000000,parliamentary constitutional monarchy,Full democracy,Europe
14728,Norway,GDP per capita current US,1995,34875,parliamentary constitutional monarchy,Full democracy,Europe
14729,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1995,0,parliamentary constitutional monarchy,Full democracy,Europe
14730,Norway,Government expenditure per tertiary student constant PPP,1995,0,parliamentary constitutional monarchy,Full democracy,Europe
14731,Norway,Government expenditure per tertiary student constant US,1995,0,parliamentary constitutional monarchy,Full democracy,Europe
14732,Norway,Government expenditure per tertiary student PPP,1995,0,parliamentary constitutional monarchy,Full democracy,Europe
14733,Norway,Government expenditure per tertiary student US,1995,0,parliamentary constitutional monarchy,Full democracy,Europe
14734,Norway,Labor force total,1995,2217832,parliamentary constitutional monarchy,Full democracy,Europe
14735,Norway,Population growth annual pct,1995,0,parliamentary constitutional monarchy,Full democracy,Europe
14736,Norway,Population total,1995,4359184,parliamentary constitutional monarchy,Full democracy,Europe
14737,Norway,GDP at market prices current US,1996,164000000000,parliamentary constitutional monarchy,Full democracy,Europe
14738,Norway,GDP per capita current US,1996,37321,parliamentary constitutional monarchy,Full democracy,Europe
14739,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1996,0,parliamentary constitutional monarchy,Full democracy,Europe
14740,Norway,Government expenditure per tertiary student constant PPP,1996,0,parliamentary constitutional monarchy,Full democracy,Europe
14741,Norway,Government expenditure per tertiary student constant US,1996,0,parliamentary constitutional monarchy,Full democracy,Europe
14742,Norway,Government expenditure per tertiary student PPP,1996,0,parliamentary constitutional monarchy,Full democracy,Europe
14743,Norway,Government expenditure per tertiary student US,1996,0,parliamentary constitutional monarchy,Full democracy,Europe
14744,Norway,Labor force total,1996,2270033,parliamentary constitutional monarchy,Full democracy,Europe
14745,Norway,Population growth annual pct,1996,0,parliamentary constitutional monarchy,Full democracy,Europe
14746,Norway,Population total,1996,4381336,parliamentary constitutional monarchy,Full democracy,Europe
14747,Norway,GDP at market prices current US,1997,161000000000,parliamentary constitutional monarchy,Full democracy,Europe
14748,Norway,GDP per capita current US,1997,36628,parliamentary constitutional monarchy,Full democracy,Europe
14749,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1997,46,parliamentary constitutional monarchy,Full democracy,Europe
14750,Norway,Government expenditure per tertiary student constant PPP,1997,0,parliamentary constitutional monarchy,Full democracy,Europe
14751,Norway,Government expenditure per tertiary student constant US,1997,0,parliamentary constitutional monarchy,Full democracy,Europe
14752,Norway,Government expenditure per tertiary student PPP,1997,0,parliamentary constitutional monarchy,Full democracy,Europe
14753,Norway,Government expenditure per tertiary student US,1997,0,parliamentary constitutional monarchy,Full democracy,Europe
14754,Norway,Labor force total,1997,2330893,parliamentary constitutional monarchy,Full democracy,Europe
14755,Norway,Population growth annual pct,1997,0,parliamentary constitutional monarchy,Full democracy,Europe
14756,Norway,Population total,1997,4405157,parliamentary constitutional monarchy,Full democracy,Europe
14757,Norway,GDP at market prices current US,1998,154000000000,parliamentary constitutional monarchy,Full democracy,Europe
14758,Norway,GDP per capita current US,1998,34788,parliamentary constitutional monarchy,Full democracy,Europe
14759,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1998,46,parliamentary constitutional monarchy,Full democracy,Europe
14760,Norway,Government expenditure per tertiary student constant PPP,1998,27217,parliamentary constitutional monarchy,Full democracy,Europe
14761,Norway,Government expenditure per tertiary student constant US,1998,42639,parliamentary constitutional monarchy,Full democracy,Europe
14762,Norway,Government expenditure per tertiary student PPP,1998,12989,parliamentary constitutional monarchy,Full democracy,Europe
14763,Norway,Government expenditure per tertiary student US,1998,16166,parliamentary constitutional monarchy,Full democracy,Europe
14764,Norway,Labor force total,1998,2377023,parliamentary constitutional monarchy,Full democracy,Europe
14765,Norway,Population growth annual pct,1998,0,parliamentary constitutional monarchy,Full democracy,Europe
14766,Norway,Population total,1998,4431464,parliamentary constitutional monarchy,Full democracy,Europe
14767,Norway,GDP at market prices current US,1999,162000000000,parliamentary constitutional monarchy,Full democracy,Europe
14768,Norway,GDP per capita current US,1999,36371,parliamentary constitutional monarchy,Full democracy,Europe
14769,Norway,Government expenditure per tertiary student as pct of GDP per capita pct,1999,44,parliamentary constitutional monarchy,Full democracy,Europe
14770,Norway,Government expenditure per tertiary student constant PPP,1999,26665,parliamentary constitutional monarchy,Full democracy,Europe
14771,Norway,Government expenditure per tertiary student constant US,1999,41774,parliamentary constitutional monarchy,Full democracy,Europe
14772,Norway,Government expenditure per tertiary student PPP,1999,13664,parliamentary constitutional monarchy,Full democracy,Europe
14773,Norway,Government expenditure per tertiary student US,1999,16343,parliamentary constitutional monarchy,Full democracy,Europe
14774,Norway,Labor force total,1999,2382044,parliamentary constitutional monarchy,Full democracy,Europe
14775,Norway,Population growth annual pct,1999,0,parliamentary constitutional monarchy,Full democracy,Europe
14776,Norway,Population total,1999,4461913,parliamentary constitutional monarchy,Full democracy,Europe
14777,Norway,GDP at market prices current US,2000,171000000000,parliamentary constitutional monarchy,Full democracy,Europe
14778,Norway,GDP per capita current US,2000,38146,parliamentary constitutional monarchy,Full democracy,Europe
